Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Arrangement (product.metafields.shopify.arrangement),Celebration type (product.metafields.shopify.celebration-type),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Fencing components (product.metafields.shopify.fencing-components),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Garland style (product.metafields.shopify.garland-style),Lighting options (product.metafields.shopify.lighting-options),Material (product.metafields.shopify.material),Material treatment (product.metafields.shopify.material-treatment),Plant container type (product.metafields.shopify.plant-container-type),Plant material (product.metafields.shopify.plant-material),Plant name (product.metafields.shopify.plant-name),Planter material (product.metafields.shopify.planter-material),Shape (product.metafields.shopify.shape),Stem length (product.metafields.shopify.stem-length),Suitable location (product.metafields.shopify.suitable-location),Suitable space (product.metafields.shopify.suitable-space),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.45PM.jpg?v=1778790825,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.48PM_1.jpg?v=1778790825,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.48PM_2.jpg?v=1778790825,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.48PM_3.jpg?v=1778790824,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.48PM.jpg?v=1778790825,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.49PM_1.jpg?v=1778790825,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.49PM_2.jpg?v=1778790825,35,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.49PM.jpg?v=1778790825,36,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.50PM_1.jpg?v=1778790825,37,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.50PM_2.jpg?v=1778790824,38,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.50PM.jpg?v=1778790825,39,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.51PM_1.jpg?v=1778790825,40,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.51PM_2.jpg?v=1778790824,41,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.51PM.jpg?v=1778790828,42,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.54PM.jpg?v=1778790825,43,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.55PM_1.jpg?v=1778790825,44,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.55PM_2.jpg?v=1778790825,45,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.55PM.jpg?v=1778790824,46,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.56PM_1.jpg?v=1778790825,47,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.56PM_2.jpg?v=1778790825,48,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.56PM.jpg?v=1778790825,49,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.57PM_1.jpg?v=1778790825,50,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.57PM_2.jpg?v=1778790824,51,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.57PM.jpg?v=1778790825,52,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.58PM.jpg?v=1778790825,53,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.59PM_1.jpg?v=1778790825,54,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.59PM_2.jpg?v=1778790825,55,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.24.59PM.jpg?v=1778790825,56,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.25.00PM_1.jpg?v=1778790825,57,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.25.00PM.jpg?v=1778790825,58,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.25.01PM.jpg?v=1778790825,59,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.25.02PM.jpg?v=1778790825,60,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bunch,bunch,"",Blossom Art Galleries,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.42.54PM.jpg?v=1778790791,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
bunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.42.55PM_1.jpg?v=1778790791,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.42.55PM_2.jpg?v=1778790792,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.42.55PM.jpg?v=1778790791,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.42.56PM_1.jpg?v=1778790791,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.42.56PM.jpg?v=1778790791,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruits,fruits,"",Blossom Art Galleries,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.51.40PM_1.jpg?v=1778790705,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.51.40PM.jpg?v=1778790706,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-potted-plant,Artificial Potted Plant,"",Blossom Art Galleries,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.35.29PM_1.jpg?v=1778790681,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
artificial-potted-plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.35.29PM.jpg?v=1778790681,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-potted-plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.35.30PM.jpg?v=1778790681,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-potted-plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.35.33PM.jpg?v=1778790682,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-potted-plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.35.34PM_1.jpg?v=1778790681,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-potted-plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.35.34PM.jpg?v=1778790681,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,Artificial Flower Bunches,"",Blossom Art Galleries,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.14PM_1.jpg?v=1778790433,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.14PM.jpg?v=1778790433,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.15PM_1.jpg?v=1778790433,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.15PM_2.jpg?v=1778790433,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.15PM.jpg?v=1778790433,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.16PM.jpg?v=1778790433,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.17PM_1.jpg?v=1778790433,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.17PM_2.jpg?v=1778790433,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.17PM.jpg?v=1778790433,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.18PM.jpg?v=1778790433,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.20PM.jpg?v=1778790433,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.21PM.jpg?v=1778790433,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.24PM.jpg?v=1778790433,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial-flower-bunches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.56.25PM.jpg?v=1778790433,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,Luxury Artificial Vertical Garden Panels & Expandable Privacy Fences,"<ul>
<li>
<p data-path-to-node=""2,1,1,0,0"">Premium collection of UV-protected artificial greenery designed for permanent wall installations and privacy screening.</p>
</li>
<li>
<p data-path-to-node=""2,1,1,1,0""><b data-path-to-node=""2,1,1,1,0"" data-index-in-node=""0"">Expandable Fences</b>: Feature a flexible wooden lattice base with realistic Zebra leaf or Money Plant foliage. Standard 4ft height when retracted.</p>
</li>
<li>
<p data-path-to-node=""2,1,1,2,0""><b data-path-to-node=""2,1,1,2,0"" data-index-in-node=""0"">Vertical Garden Panels</b>: High-density 1m x 1m panels featuring diverse plant species, including ferns, moss, and broadleaf textures.</p>
</li>
<li>
<p data-path-to-node=""2,1,1,3,0""><b data-path-to-node=""2,1,1,3,0"" data-index-in-node=""0"">Durability</b>: UV-treated for weather resistance and long-lasting color in both indoor and outdoor settings.</p>
</li>
<li>
<p data-path-to-node=""2,1,1,4,0""><b data-path-to-node=""2,1,1,4,0"" data-index-in-node=""0"">Maintenance</b>: Zero maintenance required—no watering, pruning, or sunlight needed.</p>
</li>
</ul>Premium collection of UV-protected artificial greenery designed for permanent wall installations and privacy screening.

Expandable Fences: Feature a flexible wooden lattice base with realistic Zebra leaf or Money Plant foliage. Standard 4ft height when retracted, expanding to create customizable privacy barriers without the upkeep of living plants.

Vertical Garden Panels: High-density 1m x 1m modular panels featuring diverse plant species, including ferns, moss, and broadleaf textures. Stack and arrange to transform blank walls into lush green focal points for homes, offices, and event venues.

Durability: UV-treated for weather resistance and long-lasting color in both indoor and outdoor settings. Maintains vibrant appearance year-round without fading or deterioration.

Maintenance: Zero maintenance required—no watering, pruning, or sunlight needed. Perfect for spaces where live plants aren't practical, yet you want the aesthetic and ambiance of a thriving garden.

Ideal for creating instant greenery in apartments, balconies, commercial spaces, and event installations. Lightweight, easy to install, and designed to complement modern and traditional interiors alike.",Blossom Art Galleries,Hardware > Fencing & Barriers > Fence Panels > Privacy Panels,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.11PM_7cc90125-75d9-430f-bdc6-3970fdf069b0.jpg?v=1778790256,1,"",false,,,,,,,green,,panel; fabric,wood; fabric,,,,,,,,,,,,,,,kg,,,active
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.12PM_bb144beb-35c4-4a83-afae-2359b3e86f99.jpg?v=1778790256,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.13PM_d13b7f64-d33d-4b58-8b71-d8f3339490c7.jpg?v=1778790256,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.16PM_3ae7e51e-a704-45a3-8b0b-fb1fc282a6eb.jpg?v=1778790257,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.17PM_8c7529b5-4654-4967-8430-ae6093588bbe.jpg?v=1778790257,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.18PM_aa1c3f66-835f-4b7d-83c5-b06219030267.jpg?v=1778790256,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.28PM_4b94358a-c83c-4b57-b986-8e98fddfe65d.jpg?v=1778790257,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.29PM_1_889e2665-1a51-46f4-99f8-56636a8ae9b8.jpg?v=1778790257,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.29PM_2_c3feac15-9390-4854-9342-bafa4556ee73.jpg?v=1778790256,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.29PM_77c6dd3c-90ef-4dee-9f1d-ed1c557a0ebe.jpg?v=1778790256,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.30PM_1_eff8e5a3-9371-4741-9cdc-80d5a277a471.jpg?v=1778790257,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.30PM_2_1b55e880-6d9c-499e-b6ea-c41a0f297945.jpg?v=1778790256,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.30PM_fbb6e2f8-2832-4be4-b6b9-1248fb2ad372.jpg?v=1778790256,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.31PM_1_b869b365-83d2-4044-bdc8-b3943327daaa.jpg?v=1778790257,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.31PM_2_938dc2cc-bf1a-4227-91f5-e03954fce0a7.jpg?v=1778790257,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.31PM_839a0b2d-5cd1-4114-b01c-b3269d008c92.jpg?v=1778790256,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.32PM_1_13561866-9fc8-4ab4-8d20-6649d0980baa.jpg?v=1778790257,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.32PM_2_f0e9732d-5228-4cf6-bca6-c6814c231958.jpg?v=1778790256,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.32PM_642facc2-7df9-4cf0-8840-9c271afd87af.jpg?v=1778790256,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.33PM_1_7c33361b-b9cb-4b35-9d8b-b8cdaf2576e8.jpg?v=1778790256,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luxury-artificial-vertical-garden-panels-expandable-privacy-fences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0813/8561/9682/files/WhatsAppImage2026-05-12at6.29.33PM_2_bd65fcc1-8b68-4037-82eb-ff50a14dfd1c.jpg?v=1778790256,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
